,DESCRIPTION,CITY
392,"I had a boyfriend but I refused to have sex with him. One day my mum sent to the shop very early in the morning, I found him with a group of boys they had a machete, they raped me, I contracted a disease, I now smell",Nairobi
393,a girl was going to the shop and met some boys  and they started touching her,Nairobi
394,a man timed a young girl when her mother had left started touching the girl on her private parts but the girl came in and the man ran away,Nairobi
395,"two girls were walking from home and met some men on the road late evening, they grabbed one girl and the other one started screaming for help  the girl was taken to hospital by the residents",Nairobi
396,a girl was kidnapped and another girl saw and reported the matter to the police station,Nairobi
397,a girl was kidnapped and another girl saw and reported the matter to the police station,Nairobi
398,when we went for a family trip in blue world waterpark their was one person who was continuous  watching me and then after that when we going home he followed us till the end .,Lucknow
399,Faith put on indecently and met some boys when she going to the shop and the boys started touching her on the breast,Nairobi
400,the girl was from the shop and met avery shaggy man at night and grabbed her to a near by bush and raped the girl and the girl screamed and the man was caught and was arrested,Nairobi
401,"a girl was passing and met some boys on her way home at night, they started touching her on the breast",Nairobi
402,a girl was raped by some two boys when she was travelling to Nakuru,Nairobi
403,she was sent to the shop and met some boys when she was on her way back and started touching her till she was raped,Nairobi
404,a standard six girl is was raped and now is pregnant when she was from school,Nairobi
405,"a girl was sent to the shop by her grandmother to buy milk and met some boys on the way and raped her, the case was reported to the police and the girl was helped",Nairobi
406,I was followed by 2-3 guys and they were whistling and calling my name and following me everywhere,Daund
407,I used to go to buy milk every evening around 7:00 and then I noticed a boy was stalking me . I ignored it the first day . second day he was trying to talk to me and touch me and then I tried to run away.But third day he came with his friend and they both caught me and touched me but then I screamed and bite one of them and then the ran away.,no_city
408,a girl was raped when she was from the shop  at the corridor and started bleeding on the private parts,Nairobi
409,a smart was being called by some boys but she refused to go  but was forced and carried to a near  by bush and was raped,Nairobi
410,"a girl was passing on the road and met some boys and started touching her breast,she went and told her friends",Nairobi
411,N was touched on the buttocks when she was from the bathroom with a boy was sitting near the bathroom and started crying,Nairobi
412,a girl and a boy were dancing and the boy started touching girl on the private parts,Nairobi
413,a girl was forced to have sex with three boys when they went for sport,Nairobi
414,Eucabeth was going to the shop and met a man on the way and he started touching her then sh started screaming,Nairobi
415,a girl was grabbed and raped in the bush at there rural home by strangers and left her crying,no_city
416,a girl was raped when she was from school and now she is breastfeeding,Nairobi
417,some boys called some two girls when they were from school and they refused and they started abusing them,Nairobi
418,two girls were walking from school and met some boys at the corner then grabbed one girl and started touching her on the breast and buttocks,Nairobi
419,a girl was raped from school when they were with her friend and was advised to go to the hospital with her friend,Nairobi
420,"there is a girl who is living with her and a step brother,one day the brother forced her to have sex with her when the father was not there",Nairobi
421,some boys attacked a girl when the were at the shop,Nairobi
422,a girl was raped on the river side when she went to fetch water,Nairobi
423,Mrs M was raped,Nairobi
424,a girl was touched on the breast with a boy who came from nowhere when they were playing,Nairobi
425,some men were touching a  girl on her private parts on the road she was in short skirt and small top,Nairobi
426,"a male teacher told the students to go out when they were being taught n the staffroom an remained with one girl then he started touching heron the privates parts,she reported the teacher and was sent away from school",Nairobi
427,Z was raped when she went to  disko night and told her friends in school,Nairobi
428,a  girl was raped at 09:30 pm  when she was walking and dissapeared and came home the other day when she couln't walk properly,Nairobi
429,Z was a pupil in a certain school and she used to put on short dresses and boys liked touching her on the private parts,Nairobi
430,a girl's friend was raped from shop at night.The place was very dark,Nairobi
431,"a girl was in relationship with a boy. One day she was told to go visit the boy in his place, then he started touching her on her private parts and was forced to leak boy's private parts",Nairobi
432,"it on a holiday when a girl was doing her duties at their home and some people grabbed her her to thee bush and raped her, there was no one around to help",Nairobi
433,a girl was touched on her private parts with some boys,Nairobi
434,"I went to market with my mom.  Suddenly two bikes came,  they snatched the chain of women and passed a very vulgar comment.",Patna
435,Here commenting is very common. Every other girl is catcalled commented and so on.,Patna
436,I was in class 5th. I went to a general stores to get something and the shopkeeper told me that the thing which you are looking for is upstairs and I went with him. Then he took me to his room and tried to sexually harass me bit I bit his hand and ran away.  I still feel disgusting and scared when I think of this incident,Patna
